Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,checkpoint-avuh,checkpoint-nnz8,checkpoint-a42j,checkpoint-dy11,checkpoint-pxfe,checkpoint-2q1l,checkpoint-d6dn,checkpoint-ousn,randomiser-s8gy,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display
3,1616667865545,25/03/2021 10:24:25,1616667865511,1,25/03/2021 11:24:25,47307,12,task-8w8s,,11304093,5fcf63c45c1f7701611fb6ab,3447874,,complete,,605c61858d9cc17eb575c599,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1920x1080,1920x910,PostDebriefCP,fullscreenCheck,6,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask1,Spreadsheet1,Spreadsheet1,1,1,1,checkScreen,script,force_advance,2916.6400000000003,,,,,0,1,0,,,,,,fullscreenCheckDisplay
4,1616667865649,25/03/2021 10:24:25,1616667865607,1,25/03/2021 11:24:25,47307,12,task-8w8s,,11304093,5fcf63c45c1f7701611fb6ab,3447874,,complete,,605c61858d9cc17eb575c599,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1920x1080,1920x910,PostDebriefCP,fullscreenCheck,6,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask1,Spreadsheet1,Spreadsheet1,1,1,2,checkScreenEnd,Zone1,timelimit_screen,97.2199999999998,,,,,0,1,0,,,1,,,fullscreenCheckDisplay
5,1616667865739,25/03/2021 10:24:25,1616667865609,1,25/03/2021 11:24:25,47307,12,task-8w8s,,11304093,5fcf63c45c1f7701611fb6ab,3447874,,complete,,605c61858d9cc17eb575c599,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1920x1080,1920x910,PostDebriefCP,fullscreenCheck,6,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask1,Spreadsheet1,,,END TASK,,,,,3023,,,,,0,1,0,,,,,,
1,1616667832623,25/03/2021 10:23:52,1616667831901,0,25/03/2021 10:23:51,47307,12,task-8w8s,,11304125,5f849dfdb3a48f1276848897,3447893,,complete,,605c6266ed57214c6ab4041e,computer,Desktop or Laptop,Mac OS 10.11,Firefox 78.0,1280x800,1280x666,PostDebriefCP,fullscreenCheck,6,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1616667838615,25/03/2021 10:23:58,1616667837561,0,25/03/2021 10:23:57,47307,12,task-8w8s,,11304125,5f849dfdb3a48f1276848897,3447893,,complete,,605c6266ed57214c6ab4041e,computer,Desktop or Laptop,Mac OS 10.11,Firefox 78.0,1280x800,1280x666,PostDebriefCP,fullscreenCheck,6,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,Spreadsheet1,Spreadsheet1,1,1,1,checkScreen,script,force_advance,5628.48,,,,,0,1,0,,,,,,fullscreenCheckDisplay
3,1616667838724,25/03/2021 10:23:58,1616667837650,0,25/03/2021 10:23:57,47307,12,task-8w8s,,11304125,5f849dfdb3a48f1276848897,3447893,,complete,,605c6266ed57214c6ab4041e,computer,Desktop or Laptop,Mac OS 10.11,Firefox 78.0,1280x800,1280x666,PostDebriefCP,fullscreenCheck,6,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,Spreadsheet1,Spreadsheet1,1,1,2,checkScreenEnd,Zone1,timelimit_screen,99.96000000000004,,,,,0,1,0,,,1,,,fullscreenCheckDisplay
4,1616667838724,25/03/2021 10:23:58,1616667837652,0,25/03/2021 10:23:57,47307,12,task-8w8s,,11304125,5f849dfdb3a48f1276848897,3447893,,complete,,605c6266ed57214c6ab4041e,computer,Desktop or Laptop,Mac OS 10.11,Firefox 78.0,1280x800,1280x666,PostDebriefCP,fullscreenCheck,6,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,Spreadsheet1,,,END TASK,,,,,5751,,,,,0,1,0,,,,,,
1,1616667855492,25/03/2021 10:24:15,1616667855120,0,25/03/2021 10:24:15,47307,12,task-8w8s,,11304136,5962a5b29955ee00015bce98,3447845,,complete,,605c614aaa051a18935cf308,computer,Desktop or Laptop,Ubuntu undefined,Firefox 85.0,1024x600,1024x477,PostDebriefCP,fullscreenCheck,6,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,slice2,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1616667889267,25/03/2021 10:24:49,1616667889180,0,25/03/2021 10:24:49,47307,12,task-8w8s,,11304136,5962a5b29955ee00015bce98,3447845,,complete,,605c614aaa051a18935cf308,computer,Desktop or Laptop,Ubuntu undefined,Firefox 85.0,1024x600,1024x477,PostDebriefCP,fullscreenCheck,6,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,slice2,Spreadsheet1,Spreadsheet1,1,1,1,checkScreen,script,force_advance,33582.88,,,,,0,1,0,,,,,,fullscreenCheckDisplay
3,1616667890313,25/03/2021 10:24:50,1616667889341,0,25/03/2021 10:24:49,47307,12,task-8w8s,,11304136,5962a5b29955ee00015bce98,3447845,,complete,,605c614aaa051a18935cf308,computer,Desktop or Laptop,Ubuntu undefined,Firefox 85.0,1024x600,1024x477,PostDebriefCP,fullscreenCheck,6,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,slice2,Spreadsheet1,Spreadsheet1,1,1,2,checkScreenEnd,Zone1,timelimit_screen,183.45999999999913,,,,,0,1,0,,,1,,,fullscreenCheckDisplay
4,1616667890426,25/03/2021 10:24:50,1616667889474,0,25/03/2021 10:24:49,47307,12,task-8w8s,,11304136,5962a5b29955ee00015bce98,3447845,,complete,,605c614aaa051a18935cf308,computer,Desktop or Laptop,Ubuntu undefined,Firefox 85.0,1024x600,1024x477,PostDebriefCP,fullscreenCheck,6,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,slice2,Spreadsheet1,,,END TASK,,,,,34355,,,,,0,1,0,,,,,,
1,1616667875400,25/03/2021 10:24:35,1616667877700,0,25/03/2021 10:24:37,47307,12,task-8w8s,,11304150,602e7fe3cfca8aa08cc6d3ff,3447899,,complete,,605c6269aa8678bc250ee46c,computer,Desktop or Laptop,Windows 7,Firefox 57.0,1366x768,1366x656,PostDebriefCP,fullscreenCheck,6,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,slice1,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1616667887279,25/03/2021 10:24:47,1616667889611,0,25/03/2021 10:24:49,47307,12,task-8w8s,,11304150,602e7fe3cfca8aa08cc6d3ff,3447899,,complete,,605c6269aa8678bc250ee46c,computer,Desktop or Laptop,Windows 7,Firefox 57.0,1366x768,1366x656,PostDebriefCP,fullscreenCheck,6,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,slice1,Spreadsheet1,Spreadsheet1,1,1,1,checkScreen,script,force_advance,11817.502361514276,,,,,0,1,0,,,,,,fullscreenCheckDisplay
3,1616667887392,25/03/2021 10:24:47,1616667889718,0,25/03/2021 10:24:49,47307,12,task-8w8s,,11304150,602e7fe3cfca8aa08cc6d3ff,3447899,,complete,,605c6269aa8678bc250ee46c,computer,Desktop or Laptop,Windows 7,Firefox 57.0,1366x768,1366x656,PostDebriefCP,fullscreenCheck,6,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,slice1,Spreadsheet1,Spreadsheet1,1,1,2,checkScreenEnd,Zone1,timelimit_screen,128.81607488206646,,,,,0,1,0,,,1,,,fullscreenCheckDisplay
4,1616667887470,25/03/2021 10:24:47,1616667889724,0,25/03/2021 10:24:49,47307,12,task-8w8s,,11304150,602e7fe3cfca8aa08cc6d3ff,3447899,,complete,,605c6269aa8678bc250ee46c,computer,Desktop or Laptop,Windows 7,Firefox 57.0,1366x768,1366x656,PostDebriefCP,fullscreenCheck,6,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,slice1,Spreadsheet1,,,END TASK,,,,,12025,,,,,0,1,0,,,,,,
1,1616668939798,25/03/2021 10:42:19,1616668942101,0,25/03/2021 10:42:22,47307,12,task-8w8s,,11305122,55057a56fdf99b5b566a70bb,3448135,,complete,,605c6829a2a65fd2e7ea511e,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1280x720,1280x720,PostDebriefCP,fullscreenCheck,6,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1616668944633,25/03/2021 10:42:24,1616668946943,0,25/03/2021 10:42:26,47307,12,task-8w8s,,11305122,55057a56fdf99b5b566a70bb,3448135,,complete,,605c6829a2a65fd2e7ea511e,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1280x720,1280x720,PostDebriefCP,fullscreenCheck,6,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,Spreadsheet1,Spreadsheet1,1,1,1,checkScreen,script,force_advance,4817.46,,,,,0,1,0,,,,,,fullscreenCheckDisplay
3,1616668944767,25/03/2021 10:42:24,1616668947040,0,25/03/2021 10:42:27,47307,12,task-8w8s,,11305122,55057a56fdf99b5b566a70bb,3448135,,complete,,605c6829a2a65fd2e7ea511e,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1280x720,1280x720,PostDebriefCP,fullscreenCheck,6,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,Spreadsheet1,Spreadsheet1,1,1,2,checkScreenEnd,Zone1,timelimit_screen,100,,,,,0,1,0,,,1,,,fullscreenCheckDisplay
4,1616668944767,25/03/2021 10:42:24,1616668947054,0,25/03/2021 10:42:27,47307,12,task-8w8s,,11305122,55057a56fdf99b5b566a70bb,3448135,,complete,,605c6829a2a65fd2e7ea511e,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1280x720,1280x720,PostDebriefCP,fullscreenCheck,6,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,Spreadsheet1,,,END TASK,,,,,4953,,,,,0,1,0,,,,,,
1,1616668953336,25/03/2021 10:42:33,1616668953162,2,25/03/2021 12:42:33,47307,12,task-8w8s,,11305133,5fc7598336320f000a81a13c,3448084,,complete,,605c628737be1d0c8ff0e341,computer,Desktop or Laptop,Mac OS 10.14,Firefox 87.0,1280x800,1280x630,PostDebriefCP,fullscreenCheck,6,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,slice1,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1616668967950,25/03/2021 10:42:47,1616668967823,2,25/03/2021 12:42:47,47307,12,task-8w8s,,11305133,5fc7598336320f000a81a13c,3448084,,complete,,605c628737be1d0c8ff0e341,computer,Desktop or Laptop,Mac OS 10.14,Firefox 87.0,1280x800,1280x630,PostDebriefCP,fullscreenCheck,6,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,slice1,Spreadsheet1,Spreadsheet1,1,1,1,checkScreen,script,force_advance,14632.259999999998,,,,,0,1,0,,,,,,fullscreenCheckDisplay
3,1616668968203,25/03/2021 10:42:48,1616668967910,2,25/03/2021 12:42:47,47307,12,task-8w8s,,11305133,5fc7598336320f000a81a13c,3448084,,complete,,605c628737be1d0c8ff0e341,computer,Desktop or Laptop,Mac OS 10.14,Firefox 87.0,1280x800,1280x630,PostDebriefCP,fullscreenCheck,6,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,slice1,Spreadsheet1,Spreadsheet1,1,1,2,checkScreenEnd,Zone1,timelimit_screen,98.94000000000233,,,,,0,1,0,,,1,,,fullscreenCheckDisplay
4,1616668968203,25/03/2021 10:42:48,1616668967911,2,25/03/2021 12:42:47,47307,12,task-8w8s,,11305133,5fc7598336320f000a81a13c,3448084,,complete,,605c628737be1d0c8ff0e341,computer,Desktop or Laptop,Mac OS 10.14,Firefox 87.0,1280x800,1280x630,PostDebriefCP,fullscreenCheck,6,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,slice1,Spreadsheet1,,,END TASK,,,,,14749,,,,,0,1,0,,,,,,
1,1616676218732,25/03/2021 12:43:38,1616676220442,0,25/03/2021 12:43:40,47307,12,task-8w8s,,11311476,5f323237a6342a17e390a7c8,3449769,,complete,,605c84e98fc6a4614df0afce,computer,Desktop or Laptop,Windows 10,Firefox 85.0,1920x1080,1920x938,PostDebriefCP,fullscreenCheck,6,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,slice2,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1616676226068,25/03/2021 12:43:46,1616676227814,0,25/03/2021 12:43:47,47307,12,task-8w8s,,11311476,5f323237a6342a17e390a7c8,3449769,,complete,,605c84e98fc6a4614df0afce,computer,Desktop or Laptop,Windows 10,Firefox 85.0,1920x1080,1920x938,PostDebriefCP,fullscreenCheck,6,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,slice2,Spreadsheet1,Spreadsheet1,1,1,1,checkScreen,script,force_advance,7316.659999999999,,,,,0,1,0,,,,,,fullscreenCheckDisplay
3,1616676226194,25/03/2021 12:43:46,1616676227909,0,25/03/2021 12:43:47,47307,12,task-8w8s,,11311476,5f323237a6342a17e390a7c8,3449769,,complete,,605c84e98fc6a4614df0afce,computer,Desktop or Laptop,Windows 10,Firefox 85.0,1920x1080,1920x938,PostDebriefCP,fullscreenCheck,6,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,slice2,Spreadsheet1,Spreadsheet1,1,1,2,checkScreenEnd,Zone1,timelimit_screen,100,,,,,0,1,0,,,1,,,fullscreenCheckDisplay
4,1616676226194,25/03/2021 12:43:46,1616676227923,0,25/03/2021 12:43:47,47307,12,task-8w8s,,11311476,5f323237a6342a17e390a7c8,3449769,,complete,,605c84e98fc6a4614df0afce,computer,Desktop or Laptop,Windows 10,Firefox 85.0,1920x1080,1920x938,PostDebriefCP,fullscreenCheck,6,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,slice2,Spreadsheet1,,,END TASK,,,,,7482,,,,,0,1,0,,,,,,
1,1616680145075,25/03/2021 13:49:05,1616680144957,0,25/03/2021 13:49:04,47307,12,task-8w8s,,11314470,5deb9c5a4de9422935efe5e7,3450488,,complete,,605c9403b02e247dc7dbb62f,computer,Desktop or Laptop,Mac OS 10.15,Firefox 86.0,1920x1080,1439x725,PostDebriefCP,fullscreenCheck,6,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,slice1,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1616680162159,25/03/2021 13:49:22,1616680162112,0,25/03/2021 13:49:22,47307,12,task-8w8s,,11314470,5deb9c5a4de9422935efe5e7,3450488,,complete,,605c9403b02e247dc7dbb62f,computer,Desktop or Laptop,Mac OS 10.15,Firefox 86.0,1920x1080,1439x725,PostDebriefCP,fullscreenCheck,6,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,slice1,Spreadsheet1,Spreadsheet1,1,1,1,checkScreen,script,force_advance,17129.899999999998,,,,,0,1,0,,,,,,fullscreenCheckDisplay
3,1616680162378,25/03/2021 13:49:22,1616680162204,0,25/03/2021 13:49:22,47307,12,task-8w8s,,11314470,5deb9c5a4de9422935efe5e7,3450488,,complete,,605c9403b02e247dc7dbb62f,computer,Desktop or Laptop,Mac OS 10.15,Firefox 86.0,1920x1080,1439x725,PostDebriefCP,fullscreenCheck,6,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,slice1,Spreadsheet1,Spreadsheet1,1,1,2,checkScreenEnd,Zone1,timelimit_screen,99.56000000000131,,,,,0,1,0,,,1,,,fullscreenCheckDisplay
4,1616680162378,25/03/2021 13:49:22,1616680162205,0,25/03/2021 13:49:22,47307,12,task-8w8s,,11314470,5deb9c5a4de9422935efe5e7,3450488,,complete,,605c9403b02e247dc7dbb62f,computer,Desktop or Laptop,Mac OS 10.15,Firefox 86.0,1920x1080,1439x725,PostDebriefCP,fullscreenCheck,6,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,slice1,Spreadsheet1,,,END TASK,,,,,17248,,,,,0,1,0,,,,,,
1,1616680215409,25/03/2021 13:50:15,1616680216150,0,25/03/2021 13:50:16,47307,12,task-8w8s,,11314587,5ccb5e96bca87900161275c2,3450498,,complete,,605c94037bacfef4c727efbf,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1536x864,1536x750,PostDebriefCP,fullscreenCheck,6,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1616680224558,25/03/2021 13:50:24,1616680225374,0,25/03/2021 13:50:25,47307,12,task-8w8s,,11314587,5ccb5e96bca87900161275c2,3450498,,complete,,605c94037bacfef4c727efbf,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1536x864,1536x750,PostDebriefCP,fullscreenCheck,6,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,Spreadsheet1,Spreadsheet1,1,1,1,checkScreen,script,force_advance,9195.94,,,,,0,1,0,,,,,,fullscreenCheckDisplay
3,1616680224839,25/03/2021 13:50:24,1616680225470,0,25/03/2021 13:50:25,47307,12,task-8w8s,,11314587,5ccb5e96bca87900161275c2,3450498,,complete,,605c94037bacfef4c727efbf,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1536x864,1536x750,PostDebriefCP,fullscreenCheck,6,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,Spreadsheet1,Spreadsheet1,1,1,2,checkScreenEnd,Zone1,timelimit_screen,99.92000000000007,,,,,0,1,0,,,1,,,fullscreenCheckDisplay
4,1616680224839,25/03/2021 13:50:24,1616680225485,0,25/03/2021 13:50:25,47307,12,task-8w8s,,11314587,5ccb5e96bca87900161275c2,3450498,,complete,,605c94037bacfef4c727efbf,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1536x864,1536x750,PostDebriefCP,fullscreenCheck,6,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,Spreadsheet1,,,END TASK,,,,,9335,,,,,0,1,0,,,,,,
1,1616680228182,25/03/2021 13:50:28,1616680227728,0,25/03/2021 13:50:27,47307,12,task-8w8s,,11314616,5fcebf39b1ce991897820e1a,3450524,,complete,,605c9446113bd2069636d5b7,computer,Desktop or Laptop,Windows 10,Firefox 85.0,2560x1440,2560x1326,PostDebriefCP,fullscreenCheck,6,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask1,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1616680233169,25/03/2021 13:50:33,1616680232768,0,25/03/2021 13:50:32,47307,12,task-8w8s,,11314616,5fcebf39b1ce991897820e1a,3450524,,complete,,605c9446113bd2069636d5b7,computer,Desktop or Laptop,Windows 10,Firefox 85.0,2560x1440,2560x1326,PostDebriefCP,fullscreenCheck,6,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask1,Spreadsheet1,Spreadsheet1,1,1,1,checkScreen,script,force_advance,5029.5599999999995,,,,,0,1,0,,,,,,fullscreenCheckDisplay
3,1616680233418,25/03/2021 13:50:33,1616680232865,0,25/03/2021 13:50:32,47307,12,task-8w8s,,11314616,5fcebf39b1ce991897820e1a,3450524,,complete,,605c9446113bd2069636d5b7,computer,Desktop or Laptop,Windows 10,Firefox 85.0,2560x1440,2560x1326,PostDebriefCP,fullscreenCheck,6,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask1,Spreadsheet1,Spreadsheet1,1,1,2,checkScreenEnd,Zone1,timelimit_screen,97.22000000000025,,,,,0,1,0,,,1,,,fullscreenCheckDisplay
4,1616680233679,25/03/2021 13:50:33,1616680232871,0,25/03/2021 13:50:32,47307,12,task-8w8s,,11314616,5fcebf39b1ce991897820e1a,3450524,,complete,,605c9446113bd2069636d5b7,computer,Desktop or Laptop,Windows 10,Firefox 85.0,2560x1440,2560x1326,PostDebriefCP,fullscreenCheck,6,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask1,Spreadsheet1,,,END TASK,,,,,5144,,,,,0,1,0,,,,,,
1,1616680246034,25/03/2021 13:50:46,1616680244953,0,25/03/2021 13:50:44,47307,12,task-8w8s,,11314657,562a00dac8ffc20012513fbe,3450552,,complete,,605c94022753e12fa1dbe6d5,computer,Desktop or Laptop,Linux x86_64,Firefox 86.0,1920x1080,980x472,PostDebriefCP,fullscreenCheck,6,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask1,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1616680257558,25/03/2021 13:50:57,1616680256525,0,25/03/2021 13:50:56,47307,12,task-8w8s,,11314657,562a00dac8ffc20012513fbe,3450552,,complete,,605c94022753e12fa1dbe6d5,computer,Desktop or Laptop,Linux x86_64,Firefox 86.0,1920x1080,980x472,PostDebriefCP,fullscreenCheck,6,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask1,Spreadsheet1,Spreadsheet1,1,1,1,checkScreen,script,force_advance,11488.56,,,,,0,1,0,,,,,,fullscreenCheckDisplay
3,1616680257683,25/03/2021 13:50:57,1616680256631,0,25/03/2021 13:50:56,47307,12,task-8w8s,,11314657,562a00dac8ffc20012513fbe,3450552,,complete,,605c94022753e12fa1dbe6d5,computer,Desktop or Laptop,Linux x86_64,Firefox 86.0,1920x1080,980x500,PostDebriefCP,fullscreenCheck,6,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask1,Spreadsheet1,Spreadsheet1,1,1,2,checkScreenEnd,Zone1,timelimit_screen,115.71999999999935,,,,,0,1,0,,,1,,,fullscreenCheckDisplay
4,1616680257683,25/03/2021 13:50:57,1616680256641,0,25/03/2021 13:50:56,47307,12,task-8w8s,,11314657,562a00dac8ffc20012513fbe,3450552,,complete,,605c94022753e12fa1dbe6d5,computer,Desktop or Laptop,Linux x86_64,Firefox 86.0,1920x1080,980x500,PostDebriefCP,fullscreenCheck,6,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask1,Spreadsheet1,,,END TASK,,,,,11689,,,,,0,1,0,,,,,,
1,1616680553181,25/03/2021 13:55:53,1616680501588,0,25/03/2021 13:55:01,47307,12,task-8w8s,,11315207,5efb35574bdb3e05dfa40b6e,3450675,,complete,,605c942626071083ab0fcd69,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1366x768,1366x654,PostDebriefCP,fullscreenCheck,6,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1616680572094,25/03/2021 13:56:12,1616680520633,0,25/03/2021 13:55:20,47307,12,task-8w8s,,11315207,5efb35574bdb3e05dfa40b6e,3450675,,complete,,605c942626071083ab0fcd69,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1366x768,1366x654,PostDebriefCP,fullscreenCheck,6,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,Spreadsheet1,Spreadsheet1,1,1,1,checkScreen,script,force_advance,18871.38,,,,,0,1,0,,,,,,fullscreenCheckDisplay
