Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,checkpoint-avuh,checkpoint-nnz8,checkpoint-a42j,checkpoint-dy11,checkpoint-pxfe,checkpoint-2q1l,checkpoint-d6dn,checkpoint-ousn,randomiser-s8gy,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,ANSWER,Video3DView
41,1616666652805,25/03/2021 10:04:12,1616666652490,0,25/03/2021 10:04:12,47307,12,task-kpb7,,11302981,56ea824126bcc7000bcd6449,3447635,,complete,,605c5ef61bfbebedf9f2f067,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1920x1080,1920x1080,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,3DFamSheet_NT,,,END TASK,,,,,201549,,,,,0,1,0,,,,,,,,
1,1616666796643,25/03/2021 10:06:36,1616666799271,0,25/03/2021 10:06:39,47307,12,task-kpb7,,11303177,5dd5d8bd35cf745890c7814a,3447682,,complete,,605c6039c6ecfc2135431882,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1280x720,1280x606,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,3DFamSheet_NT,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,
2,1616666804119,25/03/2021 10:06:44,1616666806748,0,25/03/2021 10:06:46,47307,12,task-kpb7,,11303177,5dd5d8bd35cf745890c7814a,3447682,,complete,,605c6039c6ecfc2135431882,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1280x720,1280x606,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,3DFamSheet_NT,3DFamSheet_NT,1,1,1,IntroScreen,Zone2,timelimit_screen,7002.139999999999,,,,,0,1,0,,,1,,,3DFamIntroDisplay_TST,,
3,1616666958979,25/03/2021 10:09:18,1616666961413,0,25/03/2021 10:09:21,47307,12,task-kpb7,,11303177,5dd5d8bd35cf745890c7814a,3447682,,complete,,605c6039c6ecfc2135431882,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1280x720,1280x606,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,3DFamSheet_NT,3DFamSheet_NT,1,1,2,IntroScreenCont,Zone2,response_button_text,154532,,,Click to continue,1,0,1,0,,,,,,3DFamIntroDisplay_TST,,
4,1616666970719,25/03/2021 10:09:30,1616666973396,0,25/03/2021 10:09:33,47307,12,task-kpb7,,11303177,5dd5d8bd35cf745890c7814a,3447682,,complete,,605c6039c6ecfc2135431882,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1280x720,1280x606,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,3DFamSheet_NT,3DFamSheet_NT,1,1,3,IntroScreen2,Zone2,timelimit_screen,12003.660000000003,,,,,0,1,0,,,1,,,3DFamIntroDisplay_TST,,
5,1616666992749,25/03/2021 10:09:52,1616666995424,0,25/03/2021 10:09:55,47307,12,task-kpb7,,11303177,5dd5d8bd35cf745890c7814a,3447682,,complete,,605c6039c6ecfc2135431882,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1280x720,1280x606,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,3DFamSheet_NT,3DFamSheet_NT,1,1,4,IntroScreen2Cont,Zone2,response_button_text,21995,,,Click to continue,1,0,1,0,,,,,,3DFamIntroDisplay_TST,,
6,1616666994720,25/03/2021 10:09:54,1616666997418,0,25/03/2021 10:09:57,47307,12,task-kpb7,,11303177,5dd5d8bd35cf745890c7814a,3447682,,complete,,605c6039c6ecfc2135431882,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1280x720,1280x606,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,3DFamSheet_NT,3DFamSheet_NT,1,1,5,IntroScreen2_5,Zone2,timelimit_screen,2000.6199999999953,,,,,0,1,0,,,1,,,3DFamIntroDisplay_TST,,
7,1616667004142,25/03/2021 10:10:04,1616667006826,0,25/03/2021 10:10:06,47307,12,task-kpb7,,11303177,5dd5d8bd35cf745890c7814a,3447682,,complete,,605c6039c6ecfc2135431882,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1280x720,1280x606,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,3DFamSheet_NT,3DFamSheet_NT,1,1,6,IntroScreen2_5Cont,Zone2,response_button_text,9396,,,Click to continue,1,0,1,0,,,,,,3DFamIntroDisplay_TST,,
8,1616667089179,25/03/2021 10:11:29,1616667091871,0,25/03/2021 10:11:31,47307,12,task-kpb7,,11303177,5dd5d8bd35cf745890c7814a,3447682,,complete,,605c6039c6ecfc2135431882,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1280x720,1280x606,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,3DFamSheet_NT,3DFamSheet_NT,1,1,7,IntroScreen3Cont,Zone3,response_button_text,84952,,,Click here when you have practiced interacting with the video clip,1,0,1,0,,,,,,3DFamIntroDisplay_TST,,
9,1616667096970,25/03/2021 10:11:36,1616667099664,0,25/03/2021 10:11:39,47307,12,task-kpb7,,11303177,5dd5d8bd35cf745890c7814a,3447682,,complete,,605c6039c6ecfc2135431882,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1280x720,1280x606,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,3DFamSheet_NT,3DFamSheet_NT,1,1,8,IntroFinalScreen,Zone2,response_button_text,7773,,,Click to start,1,0,1,0,,,,,,3DFamIntroDisplay_TST,,
10,1616667097505,25/03/2021 10:11:37,1616667100149,0,25/03/2021 10:11:40,47307,12,task-kpb7,,11303177,5dd5d8bd35cf745890c7814a,3447682,,complete,,605c6039c6ecfc2135431882,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1280x720,1280x720,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,3DFamSheet_NT,3DFamSheet_NT,4,1,1,PreTrial,fixation,fixation,500.14000000001397,,,,,0,1,0,,,,,1,3DFamTrialDisplay,,empty_4_x264.mp4
11,1616667125042,25/03/2021 10:12:05,1616667127742,0,25/03/2021 10:12:07,47307,12,task-kpb7,,11303177,5dd5d8bd35cf745890c7814a,3447682,,complete,,605c6039c6ecfc2135431882,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1280x720,1280x720,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,3DFamSheet_NT,3DFamSheet_NT,4,1,2,TrialContinue,Zone3,response_button_text,27553,,,Continue,1,0,1,0,,,,,1,3DFamTrialDisplay,,empty_4_x264.mp4
12,1616667125144,25/03/2021 10:12:05,1616667127825,0,25/03/2021 10:12:07,47307,12,task-kpb7,,11303177,5dd5d8bd35cf745890c7814a,3447682,,complete,,605c6039c6ecfc2135431882,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1280x720,1280x720,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,3DFamSheet_NT,3DFamSheet_NT,4,1,3,PostTrial,Zone1,timelimit_screen,100.03999999997905,,,,,0,1,0,,,1,,1,3DFamTrialDisplay,,empty_4_x264.mp4
13,1616667125667,25/03/2021 10:12:05,1616667128324,0,25/03/2021 10:12:08,47307,12,task-kpb7,,11303177,5dd5d8bd35cf745890c7814a,3447682,,complete,,605c6039c6ecfc2135431882,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1280x720,1280x720,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,3DFamSheet_NT,3DFamSheet_NT,9,2,1,PreTrial,fixation,fixation,500.14000000001397,,,,,0,1,0,,,,,1,3DFamTrialDisplay,,empty_21_x264.mp4
14,1616667138729,25/03/2021 10:12:18,1616667141354,0,25/03/2021 10:12:21,47307,12,task-kpb7,,11303177,5dd5d8bd35cf745890c7814a,3447682,,complete,,605c6039c6ecfc2135431882,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1280x720,1280x720,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,3DFamSheet_NT,3DFamSheet_NT,9,2,2,TrialContinue,Zone3,response_button_text,12987,,,Continue,1,0,1,0,,,,,1,3DFamTrialDisplay,,empty_21_x264.mp4
15,1616667138870,25/03/2021 10:12:18,1616667141445,0,25/03/2021 10:12:21,47307,12,task-kpb7,,11303177,5dd5d8bd35cf745890c7814a,3447682,,complete,,605c6039c6ecfc2135431882,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1280x720,1280x720,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,3DFamSheet_NT,3DFamSheet_NT,9,2,3,PostTrial,Zone1,timelimit_screen,100.02000000001863,,,,,0,1,0,,,1,,1,3DFamTrialDisplay,,empty_21_x264.mp4
16,1616667139246,25/03/2021 10:12:19,1616667141944,0,25/03/2021 10:12:21,47307,12,task-kpb7,,11303177,5dd5d8bd35cf745890c7814a,3447682,,complete,,605c6039c6ecfc2135431882,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1280x720,1280x720,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,3DFamSheet_NT,3DFamSheet_NT,3,3,1,PreTrial,fixation,fixation,500.1599999999744,,,,,0,1,0,,,,,1,3DFamTrialDisplay,,empty_2_x264.mp4
17,1616667147649,25/03/2021 10:12:27,1616667150335,0,25/03/2021 10:12:30,47307,12,task-kpb7,,11303177,5dd5d8bd35cf745890c7814a,3447682,,complete,,605c6039c6ecfc2135431882,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1280x720,1280x720,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,3DFamSheet_NT,3DFamSheet_NT,3,3,2,TrialContinue,Zone3,response_button_text,8353,,,Continue,1,0,1,0,,,,,1,3DFamTrialDisplay,,empty_2_x264.mp4
18,1616667147774,25/03/2021 10:12:27,1616667150431,0,25/03/2021 10:12:30,47307,12,task-kpb7,,11303177,5dd5d8bd35cf745890c7814a,3447682,,complete,,605c6039c6ecfc2135431882,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1280x720,1280x720,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,3DFamSheet_NT,3DFamSheet_NT,3,3,3,PostTrial,Zone1,timelimit_screen,100.02000000001863,,,,,0,1,0,,,1,,1,3DFamTrialDisplay,,empty_2_x264.mp4
19,1616667148239,25/03/2021 10:12:28,1616667150931,0,25/03/2021 10:12:30,47307,12,task-kpb7,,11303177,5dd5d8bd35cf745890c7814a,3447682,,complete,,605c6039c6ecfc2135431882,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1280x720,1280x720,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,3DFamSheet_NT,3DFamSheet_NT,6,4,1,PreTrial,fixation,fixation,500.1599999999744,,,,,0,1,0,,,,,1,3DFamTrialDisplay,,empty_11_x264.mp4
20,1616667163586,25/03/2021 10:12:43,1616667165845,0,25/03/2021 10:12:45,47307,12,task-kpb7,,11303177,5dd5d8bd35cf745890c7814a,3447682,,complete,,605c6039c6ecfc2135431882,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1280x720,1280x720,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,3DFamSheet_NT,3DFamSheet_NT,6,4,2,TrialContinue,Zone3,response_button_text,14873,,,Continue,1,0,1,0,,,,,1,3DFamTrialDisplay,,empty_11_x264.mp4
21,1616667163676,25/03/2021 10:12:43,1616667165936,0,25/03/2021 10:12:45,47307,12,task-kpb7,,11303177,5dd5d8bd35cf745890c7814a,3447682,,complete,,605c6039c6ecfc2135431882,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1280x720,1280x720,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,3DFamSheet_NT,3DFamSheet_NT,6,4,3,PostTrial,Zone1,timelimit_screen,100.01999999996042,,,,,0,1,0,,,1,,1,3DFamTrialDisplay,,empty_11_x264.mp4
22,1616667163786,25/03/2021 10:12:43,1616667166436,0,25/03/2021 10:12:46,47307,12,task-kpb7,,11303177,5dd5d8bd35cf745890c7814a,3447682,,complete,,605c6039c6ecfc2135431882,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1280x720,1280x720,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,3DFamSheet_NT,3DFamSheet_NT,8,5,1,PreTrial,fixation,fixation,500.1600000000326,,,,,0,1,0,,,,,1,3DFamTrialDisplay,,empty_20_x264.mp4
23,1616667186840,25/03/2021 10:13:06,1616667189203,0,25/03/2021 10:13:09,47307,12,task-kpb7,,11303177,5dd5d8bd35cf745890c7814a,3447682,,complete,,605c6039c6ecfc2135431882,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1280x720,1280x720,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,3DFamSheet_NT,3DFamSheet_NT,8,5,2,TrialContinue,Zone3,response_button_text,22744,,,Continue,1,0,1,0,,,,,1,3DFamTrialDisplay,,empty_20_x264.mp4
24,1616667187020,25/03/2021 10:13:07,1616667189293,0,25/03/2021 10:13:09,47307,12,task-kpb7,,11303177,5dd5d8bd35cf745890c7814a,3447682,,complete,,605c6039c6ecfc2135431882,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1280x720,1280x720,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,3DFamSheet_NT,3DFamSheet_NT,8,5,3,PostTrial,Zone1,timelimit_screen,100.01999999996042,,,,,0,1,0,,,1,,1,3DFamTrialDisplay,,empty_20_x264.mp4
25,1616667187269,25/03/2021 10:13:07,1616667189793,0,25/03/2021 10:13:09,47307,12,task-kpb7,,11303177,5dd5d8bd35cf745890c7814a,3447682,,complete,,605c6039c6ecfc2135431882,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1280x720,1280x720,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,3DFamSheet_NT,3DFamSheet_NT,11,6,1,PreTrial,fixation,fixation,500.1600000000326,,,,,0,1,0,,,,,1,3DFamTrialDisplay,,empty_26_x264.mp4
26,1616667195429,25/03/2021 10:13:15,1616667198132,0,25/03/2021 10:13:18,47307,12,task-kpb7,,11303177,5dd5d8bd35cf745890c7814a,3447682,,complete,,605c6039c6ecfc2135431882,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1280x720,1280x720,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,3DFamSheet_NT,3DFamSheet_NT,11,6,2,TrialContinue,Zone3,response_button_text,8314,,,Continue,1,0,1,0,,,,,1,3DFamTrialDisplay,,empty_26_x264.mp4
27,1616667195532,25/03/2021 10:13:15,1616667198229,0,25/03/2021 10:13:18,47307,12,task-kpb7,,11303177,5dd5d8bd35cf745890c7814a,3447682,,complete,,605c6039c6ecfc2135431882,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1280x720,1280x720,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,3DFamSheet_NT,3DFamSheet_NT,11,6,3,PostTrial,Zone1,timelimit_screen,100.02000000001863,,,,,0,1,0,,,1,,1,3DFamTrialDisplay,,empty_26_x264.mp4
28,1616667196039,25/03/2021 10:13:16,1616667198729,0,25/03/2021 10:13:18,47307,12,task-kpb7,,11303177,5dd5d8bd35cf745890c7814a,3447682,,complete,,605c6039c6ecfc2135431882,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1280x720,1280x720,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,3DFamSheet_NT,3DFamSheet_NT,7,7,1,PreTrial,fixation,fixation,500.1599999999744,,,,,0,1,0,,,,,1,3DFamTrialDisplay,,empty_15_x264.mp4
29,1616667204565,25/03/2021 10:13:24,1616667207257,0,25/03/2021 10:13:27,47307,12,task-kpb7,,11303177,5dd5d8bd35cf745890c7814a,3447682,,complete,,605c6039c6ecfc2135431882,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1280x720,1280x720,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,3DFamSheet_NT,3DFamSheet_NT,7,7,2,TrialContinue,Zone3,response_button_text,8490,,,Continue,1,0,1,0,,,,,1,3DFamTrialDisplay,,empty_15_x264.mp4
30,1616667204667,25/03/2021 10:13:24,1616667207349,0,25/03/2021 10:13:27,47307,12,task-kpb7,,11303177,5dd5d8bd35cf745890c7814a,3447682,,complete,,605c6039c6ecfc2135431882,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1280x720,1280x720,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,3DFamSheet_NT,3DFamSheet_NT,7,7,3,PostTrial,Zone1,timelimit_screen,100.02000000001863,,,,,0,1,0,,,1,,1,3DFamTrialDisplay,,empty_15_x264.mp4
31,1616667205135,25/03/2021 10:13:25,1616667207849,0,25/03/2021 10:13:27,47307,12,task-kpb7,,11303177,5dd5d8bd35cf745890c7814a,3447682,,complete,,605c6039c6ecfc2135431882,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1280x720,1280x720,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,3DFamSheet_NT,3DFamSheet_NT,2,8,1,PreTrial,fixation,fixation,500.1599999999744,,,,,0,1,0,,,,,1,3DFamTrialDisplay,,empty_1_x264.mp4
32,1616667219989,25/03/2021 10:13:39,1616667222271,0,25/03/2021 10:13:42,47307,12,task-kpb7,,11303177,5dd5d8bd35cf745890c7814a,3447682,,complete,,605c6039c6ecfc2135431882,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1280x720,1280x720,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,3DFamSheet_NT,3DFamSheet_NT,2,8,2,TrialContinue,Zone3,response_button_text,14391,,,Continue,1,0,1,0,,,,,1,3DFamTrialDisplay,,empty_1_x264.mp4
33,1616667220092,25/03/2021 10:13:40,1616667222369,0,25/03/2021 10:13:42,47307,12,task-kpb7,,11303177,5dd5d8bd35cf745890c7814a,3447682,,complete,,605c6039c6ecfc2135431882,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1280x720,1280x720,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,3DFamSheet_NT,3DFamSheet_NT,2,8,3,PostTrial,Zone1,timelimit_screen,100.02000000001863,,,,,0,1,0,,,1,,1,3DFamTrialDisplay,,empty_1_x264.mp4
34,1616667220192,25/03/2021 10:13:40,1616667222870,0,25/03/2021 10:13:42,47307,12,task-kpb7,,11303177,5dd5d8bd35cf745890c7814a,3447682,,complete,,605c6039c6ecfc2135431882,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1280x720,1280x720,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,3DFamSheet_NT,3DFamSheet_NT,5,9,1,PreTrial,fixation,fixation,500.1599999999744,,,,,0,1,0,,,,,1,3DFamTrialDisplay,,empty_9_x264.mp4
35,1616667227911,25/03/2021 10:13:47,1616667230623,0,25/03/2021 10:13:50,47307,12,task-kpb7,,11303177,5dd5d8bd35cf745890c7814a,3447682,,complete,,605c6039c6ecfc2135431882,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1280x720,1280x720,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,3DFamSheet_NT,3DFamSheet_NT,5,9,2,TrialContinue,Zone3,response_button_text,7739,,,Continue,1,0,1,0,,,,,1,3DFamTrialDisplay,,empty_9_x264.mp4
36,1616667228017,25/03/2021 10:13:48,1616667230706,0,25/03/2021 10:13:50,47307,12,task-kpb7,,11303177,5dd5d8bd35cf745890c7814a,3447682,,complete,,605c6039c6ecfc2135431882,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1280x720,1280x720,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,3DFamSheet_NT,3DFamSheet_NT,5,9,3,PostTrial,Zone1,timelimit_screen,100.01999999996042,,,,,0,1,0,,,1,,1,3DFamTrialDisplay,,empty_9_x264.mp4
37,1616667228707,25/03/2021 10:13:48,1616667231206,0,25/03/2021 10:13:51,47307,12,task-kpb7,,11303177,5dd5d8bd35cf745890c7814a,3447682,,complete,,605c6039c6ecfc2135431882,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1280x720,1280x720,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,3DFamSheet_NT,3DFamSheet_NT,10,10,1,PreTrial,fixation,fixation,500.1600000000326,,,,,0,1,0,,,,,1,3DFamTrialDisplay,,empty_22_x264.mp4
38,1616667234969,25/03/2021 10:13:54,1616667237667,0,25/03/2021 10:13:57,47307,12,task-kpb7,,11303177,5dd5d8bd35cf745890c7814a,3447682,,complete,,605c6039c6ecfc2135431882,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1280x720,1280x720,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,3DFamSheet_NT,3DFamSheet_NT,10,10,2,TrialContinue,Zone3,response_button_text,6443,,,Continue,1,0,1,0,,,,,1,3DFamTrialDisplay,,empty_22_x264.mp4
39,1616667235063,25/03/2021 10:13:55,1616667237758,0,25/03/2021 10:13:57,47307,12,task-kpb7,,11303177,5dd5d8bd35cf745890c7814a,3447682,,complete,,605c6039c6ecfc2135431882,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1280x720,1280x720,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,3DFamSheet_NT,3DFamSheet_NT,10,10,3,PostTrial,Zone1,timelimit_screen,100.02000000001863,,,,,0,1,0,,,1,,1,3DFamTrialDisplay,,empty_22_x264.mp4
