Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,checkpoint-avuh,checkpoint-nnz8,checkpoint-a42j,checkpoint-dy11,checkpoint-pxfe,checkpoint-2q1l,checkpoint-d6dn,checkpoint-ousn,randomiser-s8gy,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,ANSWER,Video3DView
28,1616667248005,25/03/2021 10:14:08,1616667247401,2,25/03/2021 12:14:07,47307,12,task-kpb7,,11303370,602b8155a5c8a32bbac81763,3447717,,complete,,605c6054285dd74717355cd0,computer,Desktop or Laptop,Windows 7,Firefox 87.0,1920x1080,1920x1080,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,slice1,3DFamSheet_NT,3DFamSheet_NT,7,7,1,PreTrial,fixation,fixation,500,,,,,0,1,0,,,,,1,3DFamTrialDisplay,,empty_15_x264.mp4
29,1616667253494,25/03/2021 10:14:13,1616667252868,2,25/03/2021 12:14:12,47307,12,task-kpb7,,11303370,602b8155a5c8a32bbac81763,3447717,,complete,,605c6054285dd74717355cd0,computer,Desktop or Laptop,Windows 7,Firefox 87.0,1920x1080,1920x1080,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,slice1,3DFamSheet_NT,3DFamSheet_NT,7,7,2,TrialContinue,Zone3,response_button_text,5452,,,Continue,1,0,1,0,,,,,1,3DFamTrialDisplay,,empty_15_x264.mp4
30,1616667253713,25/03/2021 10:14:13,1616667252952,2,25/03/2021 12:14:12,47307,12,task-kpb7,,11303370,602b8155a5c8a32bbac81763,3447717,,complete,,605c6054285dd74717355cd0,computer,Desktop or Laptop,Windows 7,Firefox 87.0,1920x1080,1920x1080,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,slice1,3DFamSheet_NT,3DFamSheet_NT,7,7,3,PostTrial,Zone1,timelimit_screen,100,,,,,0,1,0,,,1,,1,3DFamTrialDisplay,,empty_15_x264.mp4
31,1616667254073,25/03/2021 10:14:14,1616667253452,2,25/03/2021 12:14:13,47307,12,task-kpb7,,11303370,602b8155a5c8a32bbac81763,3447717,,complete,,605c6054285dd74717355cd0,computer,Desktop or Laptop,Windows 7,Firefox 87.0,1920x1080,1920x1080,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,slice1,3DFamSheet_NT,3DFamSheet_NT,2,8,1,PreTrial,fixation,fixation,500,,,,,0,1,0,,,,,1,3DFamTrialDisplay,,empty_1_x264.mp4
32,1616667259813,25/03/2021 10:14:19,1616667259195,2,25/03/2021 12:14:19,47307,12,task-kpb7,,11303370,602b8155a5c8a32bbac81763,3447717,,complete,,605c6054285dd74717355cd0,computer,Desktop or Laptop,Windows 7,Firefox 87.0,1920x1080,1920x1080,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,slice1,3DFamSheet_NT,3DFamSheet_NT,2,8,2,TrialContinue,Zone3,response_button_text,5727,,,Continue,1,0,1,0,,,,,1,3DFamTrialDisplay,,empty_1_x264.mp4
33,1616667260125,25/03/2021 10:14:20,1616667259285,2,25/03/2021 12:14:19,47307,12,task-kpb7,,11303370,602b8155a5c8a32bbac81763,3447717,,complete,,605c6054285dd74717355cd0,computer,Desktop or Laptop,Windows 7,Firefox 87.0,1920x1080,1920x1080,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,slice1,3DFamSheet_NT,3DFamSheet_NT,2,8,3,PostTrial,Zone1,timelimit_screen,100,,,,,0,1,0,,,1,,1,3DFamTrialDisplay,,empty_1_x264.mp4
34,1616667260407,25/03/2021 10:14:20,1616667259784,2,25/03/2021 12:14:19,47307,12,task-kpb7,,11303370,602b8155a5c8a32bbac81763,3447717,,complete,,605c6054285dd74717355cd0,computer,Desktop or Laptop,Windows 7,Firefox 87.0,1920x1080,1920x1080,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,slice1,3DFamSheet_NT,3DFamSheet_NT,8,9,1,PreTrial,fixation,fixation,500,,,,,0,1,0,,,,,1,3DFamTrialDisplay,,empty_20_x264.mp4
35,1616667266073,25/03/2021 10:14:26,1616667265459,2,25/03/2021 12:14:25,47307,12,task-kpb7,,11303370,602b8155a5c8a32bbac81763,3447717,,complete,,605c6054285dd74717355cd0,computer,Desktop or Laptop,Windows 7,Firefox 87.0,1920x1080,1920x1080,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,slice1,3DFamSheet_NT,3DFamSheet_NT,8,9,2,TrialContinue,Zone3,response_button_text,5665,,,Continue,1,0,1,0,,,,,1,3DFamTrialDisplay,,empty_20_x264.mp4
36,1616667266295,25/03/2021 10:14:26,1616667265552,2,25/03/2021 12:14:25,47307,12,task-kpb7,,11303370,602b8155a5c8a32bbac81763,3447717,,complete,,605c6054285dd74717355cd0,computer,Desktop or Laptop,Windows 7,Firefox 87.0,1920x1080,1920x1080,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,slice1,3DFamSheet_NT,3DFamSheet_NT,8,9,3,PostTrial,Zone1,timelimit_screen,100,,,,,0,1,0,,,1,,1,3DFamTrialDisplay,,empty_20_x264.mp4
37,1616667266664,25/03/2021 10:14:26,1616667266051,2,25/03/2021 12:14:26,47307,12,task-kpb7,,11303370,602b8155a5c8a32bbac81763,3447717,,complete,,605c6054285dd74717355cd0,computer,Desktop or Laptop,Windows 7,Firefox 87.0,1920x1080,1920x1080,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,slice1,3DFamSheet_NT,3DFamSheet_NT,9,10,1,PreTrial,fixation,fixation,500,,,,,0,1,0,,,,,1,3DFamTrialDisplay,,empty_21_x264.mp4
38,1616667272376,25/03/2021 10:14:32,1616667271763,2,25/03/2021 12:14:31,47307,12,task-kpb7,,11303370,602b8155a5c8a32bbac81763,3447717,,complete,,605c6054285dd74717355cd0,computer,Desktop or Laptop,Windows 7,Firefox 87.0,1920x1080,1920x1080,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,slice1,3DFamSheet_NT,3DFamSheet_NT,9,10,2,TrialContinue,Zone3,response_button_text,5702,,,Continue,1,0,1,0,,,,,1,3DFamTrialDisplay,,empty_21_x264.mp4
39,1616667272573,25/03/2021 10:14:32,1616667271851,2,25/03/2021 12:14:31,47307,12,task-kpb7,,11303370,602b8155a5c8a32bbac81763,3447717,,complete,,605c6054285dd74717355cd0,computer,Desktop or Laptop,Windows 7,Firefox 87.0,1920x1080,1920x1080,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,slice1,3DFamSheet_NT,3DFamSheet_NT,9,10,3,PostTrial,Zone1,timelimit_screen,100,,,,,0,1,0,,,1,,1,3DFamTrialDisplay,,empty_21_x264.mp4
40,1616667273500,25/03/2021 10:14:33,1616667272852,2,25/03/2021 12:14:32,47307,12,task-kpb7,,11303370,602b8155a5c8a32bbac81763,3447717,,complete,,605c6054285dd74717355cd0,computer,Desktop or Laptop,Windows 7,Firefox 87.0,1920x1080,1920x1080,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,slice1,3DFamSheet_NT,3DFamSheet_NT,12,1,1,OutroScreen,Zone2,response_button_text,995,,,Click to continue,1,0,1,0,,,,,,3DFamOutroDisplay,,
41,1616667273703,25/03/2021 10:14:33,1616667272854,2,25/03/2021 12:14:32,47307,12,task-kpb7,,11303370,602b8155a5c8a32bbac81763,3447717,,complete,,605c6054285dd74717355cd0,computer,Desktop or Laptop,Windows 7,Firefox 87.0,1920x1080,1920x1080,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,slice1,3DFamSheet_NT,,,END TASK,,,,,242682,,,,,0,1,0,,,,,,,,
1,1616667104728,25/03/2021 10:11:44,1616667103248,2,25/03/2021 12:11:43,47307,12,task-kpb7,,11303458,600fd3510ae5c21cb043cf8b,3447725,,complete,,605c5f1407001b9a1f8a98ba,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1536x864,1536x722,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,slice1,3DFamSheet_NT,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,
2,1616667117127,25/03/2021 10:11:57,1616667115738,2,25/03/2021 12:11:55,47307,12,task-kpb7,,11303458,600fd3510ae5c21cb043cf8b,3447725,,complete,,605c5f1407001b9a1f8a98ba,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1536x864,1536x722,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,slice1,3DFamSheet_NT,3DFamSheet_NT,1,1,1,IntroScreen,Zone2,timelimit_screen,6998.32,,,,,0,1,0,,,1,,,3DFamIntroDisplay_TST,,
3,1616667181517,25/03/2021 10:13:01,1616667179755,2,25/03/2021 12:12:59,47307,12,task-kpb7,,11303458,600fd3510ae5c21cb043cf8b,3447725,,complete,,605c5f1407001b9a1f8a98ba,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1536x864,1536x722,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,slice1,3DFamSheet_NT,3DFamSheet_NT,1,1,2,IntroScreenCont,Zone2,response_button_text,63403,,,Click to continue,1,0,1,0,,,,,,3DFamIntroDisplay_TST,,
4,1616667193144,25/03/2021 10:13:13,1616667191732,2,25/03/2021 12:13:11,47307,12,task-kpb7,,11303458,600fd3510ae5c21cb043cf8b,3447725,,complete,,605c5f1407001b9a1f8a98ba,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1536x864,1536x722,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,slice1,3DFamSheet_NT,3DFamSheet_NT,1,1,3,IntroScreen2,Zone2,timelimit_screen,11996.279999999999,,,,,0,1,0,,,1,,,3DFamIntroDisplay_TST,,
5,1616667219623,25/03/2021 10:13:39,1616667218256,2,25/03/2021 12:13:38,47307,12,task-kpb7,,11303458,600fd3510ae5c21cb043cf8b,3447725,,complete,,605c5f1407001b9a1f8a98ba,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1536x864,1536x722,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,slice1,3DFamSheet_NT,3DFamSheet_NT,1,1,4,IntroScreen2Cont,Zone2,response_button_text,26507,,,Click to continue,1,0,1,0,,,,,,3DFamIntroDisplay_TST,,
6,1616667221612,25/03/2021 10:13:41,1616667220242,2,25/03/2021 12:13:40,47307,12,task-kpb7,,11303458,600fd3510ae5c21cb043cf8b,3447725,,complete,,605c5f1407001b9a1f8a98ba,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1536x864,1536x722,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,slice1,3DFamSheet_NT,3DFamSheet_NT,1,1,5,IntroScreen2_5,Zone2,timelimit_screen,1999.520000000004,,,,,0,1,0,,,1,,,3DFamIntroDisplay_TST,,
7,1616667231609,25/03/2021 10:13:51,1616667230223,2,25/03/2021 12:13:50,47307,12,task-kpb7,,11303458,600fd3510ae5c21cb043cf8b,3447725,,complete,,605c5f1407001b9a1f8a98ba,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1536x864,1536x722,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,slice1,3DFamSheet_NT,3DFamSheet_NT,1,1,6,IntroScreen2_5Cont,Zone2,response_button_text,9918,,,Click to continue,1,0,1,0,,,,,,3DFamIntroDisplay_TST,,
8,1616667351367,25/03/2021 10:15:51,1616667349957,2,25/03/2021 12:15:49,47307,12,task-kpb7,,11303458,600fd3510ae5c21cb043cf8b,3447725,,complete,,605c5f1407001b9a1f8a98ba,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1536x864,1536x722,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,slice1,3DFamSheet_NT,3DFamSheet_NT,1,1,7,IntroScreen3Cont,Zone3,response_button_text,119096,,,Click here when you have practiced interacting with the video clip,1,0,1,0,,,,,,3DFamIntroDisplay_TST,,
9,1616667357087,25/03/2021 10:15:57,1616667355718,2,25/03/2021 12:15:55,47307,12,task-kpb7,,11303458,600fd3510ae5c21cb043cf8b,3447725,,complete,,605c5f1407001b9a1f8a98ba,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1536x864,1536x722,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,slice1,3DFamSheet_NT,3DFamSheet_NT,1,1,8,IntroFinalScreen,Zone2,response_button_text,5666,,,Click to start,1,0,1,0,,,,,,3DFamIntroDisplay_TST,,
10,1616667357994,25/03/2021 10:15:57,1616667356208,2,25/03/2021 12:15:56,47307,12,task-kpb7,,11303458,600fd3510ae5c21cb043cf8b,3447725,,complete,,605c5f1407001b9a1f8a98ba,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1536x864,1536x722,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,slice1,3DFamSheet_NT,3DFamSheet_NT,6,1,1,PreTrial,fixation,fixation,499.88000000000466,,,,,0,1,0,,,,,1,3DFamTrialDisplay,,empty_11_x264.mp4
11,1616667376864,25/03/2021 10:16:16,1616667374857,2,25/03/2021 12:16:14,47307,12,task-kpb7,,11303458,600fd3510ae5c21cb043cf8b,3447725,,complete,,605c5f1407001b9a1f8a98ba,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1536x864,1536x864,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,slice1,3DFamSheet_NT,3DFamSheet_NT,6,1,2,TrialContinue,Zone3,response_button_text,18365,,,Continue,1,0,1,0,,,,,1,3DFamTrialDisplay,,empty_11_x264.mp4
12,1616667377971,25/03/2021 10:16:17,1616667374954,2,25/03/2021 12:16:14,47307,12,task-kpb7,,11303458,600fd3510ae5c21cb043cf8b,3447725,,complete,,605c5f1407001b9a1f8a98ba,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1536x864,1536x864,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,slice1,3DFamSheet_NT,3DFamSheet_NT,6,1,3,PostTrial,Zone1,timelimit_screen,99.97999999998137,,,,,0,1,0,,,1,,1,3DFamTrialDisplay,,empty_11_x264.mp4
13,1616667378200,25/03/2021 10:16:18,1616667376405,2,25/03/2021 12:16:16,47307,12,task-kpb7,,11303458,600fd3510ae5c21cb043cf8b,3447725,,complete,,605c5f1407001b9a1f8a98ba,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1536x864,1536x864,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,slice1,3DFamSheet_NT,3DFamSheet_NT,7,2,1,PreTrial,fixation,fixation,1449.640000000014,,,,,0,1,0,,,,,1,3DFamTrialDisplay,,empty_15_x264.mp4
14,1616667409972,25/03/2021 10:16:49,1616667408599,2,25/03/2021 12:16:48,47307,12,task-kpb7,,11303458,600fd3510ae5c21cb043cf8b,3447725,,complete,,605c5f1407001b9a1f8a98ba,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1536x864,1536x864,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,slice1,3DFamSheet_NT,3DFamSheet_NT,7,2,2,TrialContinue,Zone3,response_button_text,32131,,,Continue,1,0,1,0,,,,,1,3DFamTrialDisplay,,empty_15_x264.mp4
15,1616667410207,25/03/2021 10:16:50,1616667408662,2,25/03/2021 12:16:48,47307,12,task-kpb7,,11303458,600fd3510ae5c21cb043cf8b,3447725,,complete,,605c5f1407001b9a1f8a98ba,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1536x864,1536x864,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,slice1,3DFamSheet_NT,3DFamSheet_NT,7,2,3,PostTrial,Zone1,timelimit_screen,99.98000000003958,,,,,0,1,0,,,1,,1,3DFamTrialDisplay,,empty_15_x264.mp4
16,1616667410535,25/03/2021 10:16:50,1616667409161,2,25/03/2021 12:16:49,47307,12,task-kpb7,,11303458,600fd3510ae5c21cb043cf8b,3447725,,complete,,605c5f1407001b9a1f8a98ba,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1536x864,1536x864,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,slice1,3DFamSheet_NT,3DFamSheet_NT,9,3,1,PreTrial,fixation,fixation,499.85999999998603,,,,,0,1,0,,,,,1,3DFamTrialDisplay,,empty_21_x264.mp4
17,1616667423529,25/03/2021 10:17:03,1616667422173,2,25/03/2021 12:17:02,47307,12,task-kpb7,,11303458,600fd3510ae5c21cb043cf8b,3447725,,complete,,605c5f1407001b9a1f8a98ba,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1536x864,1536x864,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,slice1,3DFamSheet_NT,3DFamSheet_NT,9,3,2,TrialContinue,Zone3,response_button_text,12935,,,Continue,1,0,1,0,,,,,1,3DFamTrialDisplay,,empty_21_x264.mp4
18,1616667423780,25/03/2021 10:17:03,1616667422259,2,25/03/2021 12:17:02,47307,12,task-kpb7,,11303458,600fd3510ae5c21cb043cf8b,3447725,,complete,,605c5f1407001b9a1f8a98ba,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1536x864,1536x864,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,slice1,3DFamSheet_NT,3DFamSheet_NT,9,3,3,PostTrial,Zone1,timelimit_screen,99.95999999996275,,,,,0,1,0,,,1,,1,3DFamTrialDisplay,,empty_21_x264.mp4
19,1616667424167,25/03/2021 10:17:04,1616667422758,2,25/03/2021 12:17:02,47307,12,task-kpb7,,11303458,600fd3510ae5c21cb043cf8b,3447725,,complete,,605c5f1407001b9a1f8a98ba,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1536x864,1536x864,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,slice1,3DFamSheet_NT,3DFamSheet_NT,8,4,1,PreTrial,fixation,fixation,499.88000000000466,,,,,0,1,0,,,,,1,3DFamTrialDisplay,,empty_20_x264.mp4
20,1616667446855,25/03/2021 10:17:26,1616667445499,2,25/03/2021 12:17:25,47307,12,task-kpb7,,11303458,600fd3510ae5c21cb043cf8b,3447725,,complete,,605c5f1407001b9a1f8a98ba,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1536x864,1536x864,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,slice1,3DFamSheet_NT,3DFamSheet_NT,8,4,2,TrialContinue,Zone3,response_button_text,22705,,,Continue,1,0,1,0,,,,,1,3DFamTrialDisplay,,empty_20_x264.mp4
21,1616667447090,25/03/2021 10:17:27,1616667445587,2,25/03/2021 12:17:25,47307,12,task-kpb7,,11303458,600fd3510ae5c21cb043cf8b,3447725,,complete,,605c5f1407001b9a1f8a98ba,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1536x864,1536x864,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,slice1,3DFamSheet_NT,3DFamSheet_NT,8,4,3,PostTrial,Zone1,timelimit_screen,99.97999999998137,,,,,0,1,0,,,1,,1,3DFamTrialDisplay,,empty_20_x264.mp4
22,1616667447646,25/03/2021 10:17:27,1616667446085,2,25/03/2021 12:17:26,47307,12,task-kpb7,,11303458,600fd3510ae5c21cb043cf8b,3447725,,complete,,605c5f1407001b9a1f8a98ba,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1536x864,1536x864,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,slice1,3DFamSheet_NT,3DFamSheet_NT,2,5,1,PreTrial,fixation,fixation,499.88000000000466,,,,,0,1,0,,,,,1,3DFamTrialDisplay,,empty_1_x264.mp4
23,1616667462816,25/03/2021 10:17:42,1616667461458,2,25/03/2021 12:17:41,47307,12,task-kpb7,,11303458,600fd3510ae5c21cb043cf8b,3447725,,complete,,605c5f1407001b9a1f8a98ba,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1536x864,1536x864,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,slice1,3DFamSheet_NT,3DFamSheet_NT,2,5,2,TrialContinue,Zone3,response_button_text,15353,,,Continue,1,0,1,0,,,,,1,3DFamTrialDisplay,,empty_1_x264.mp4
24,1616667463018,25/03/2021 10:17:43,1616667461550,2,25/03/2021 12:17:41,47307,12,task-kpb7,,11303458,600fd3510ae5c21cb043cf8b,3447725,,complete,,605c5f1407001b9a1f8a98ba,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1536x864,1536x864,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,slice1,3DFamSheet_NT,3DFamSheet_NT,2,5,3,PostTrial,Zone1,timelimit_screen,99.96000000002095,,,,,0,1,0,,,1,,1,3DFamTrialDisplay,,empty_1_x264.mp4
25,1616667463420,25/03/2021 10:17:43,1616667462049,2,25/03/2021 12:17:42,47307,12,task-kpb7,,11303458,600fd3510ae5c21cb043cf8b,3447725,,complete,,605c5f1407001b9a1f8a98ba,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1536x864,1536x864,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,slice1,3DFamSheet_NT,3DFamSheet_NT,11,6,1,PreTrial,fixation,fixation,499.87999999994645,,,,,0,1,0,,,,,1,3DFamTrialDisplay,,empty_26_x264.mp4
26,1616667482780,25/03/2021 10:18:02,1616667481408,2,25/03/2021 12:18:01,47307,12,task-kpb7,,11303458,600fd3510ae5c21cb043cf8b,3447725,,complete,,605c5f1407001b9a1f8a98ba,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1536x864,1536x864,PostDebriefCP,E2_3DFamiliarisation,1,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,slice1,3DFamSheet_NT,3DFamSheet_NT,11,6,2,TrialContinue,Zone3,response_button_text,19016,,,Continue,1,0,1,0,,,,,1,3DFamTrialDisplay,,empty_26_x264.mp4
